software_a,software_b,tipo_evento,caso_uso_resumido,titulo_pagina,slug_url,descricao_curta,json_n8n_url,passos_resumo,tags
Salesforce,TikTok,Webhook,Aumento de produtividade,Como integrar Salesforce com TikTok para webhook usando N8N,salesforce-para-tiktok-n8n-webhook,Automatize webhook integrando Salesforce e TikTok com N8N. Aumento de produtividade.,https://n8n.io/workflows/3201,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"b2c,crm,trigger"
Salesforce,TikTok,API Call,Marketing automation e segmentação,Como integrar Salesforce com TikTok para api call usando N8N,salesforce-para-tiktok-n8n-api call,Automatize api call integrando Salesforce e TikTok com N8N. Marketing automation e segmentação.,https://n8n.io/workflows/3202,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"crm,b2b,validation"
Salesforce,TikTok,Atualização,Notificação e alerta de eventos importantes,Como integrar Salesforce com TikTok para atualização usando N8N,salesforce-para-tiktok-n8n-atualização,Automatize atualização integrando Salesforce e TikTok com N8N. Notificação e alerta de eventos importantes.,https://n8n.io/workflows/3203,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"crm,whatsapp,trigger"
Salesforce,TikTok,Criação,Notificação e alerta de eventos importantes,Como integrar Salesforce com TikTok para criação usando N8N,salesforce-para-tiktok-n8n-criação,Automatize criação integrando Salesforce e TikTok com N8N. Notificação e alerta de eventos importantes.,https://n8n.io/workflows/3204,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"enterprise,saas,import"
Salesforce,TikTok,Exclusão,Enriquecimento de contatos,Como integrar Salesforce com TikTok para exclusão usando N8N,salesforce-para-tiktok-n8n-exclusão,Automatize exclusão integrando Salesforce e TikTok com N8N. Enriquecimento de contatos.,https://n8n.io/workflows/3205,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"retention,schedule,import"
Salesforce,TikTok,Backup,Fluxo de trabalho com aprovações,Como integrar Salesforce com TikTok para backup usando N8N,salesforce-para-tiktok-n8n-backup,Automatize backup integrando Salesforce e TikTok com N8N. Fluxo de trabalho com aprovações.,https://n8n.io/workflows/3206,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"webhook,cultura,booking"
Salesforce,TikTok,Sincronização,Sincronização em tempo real entre plataformas,Como integrar Salesforce com TikTok para sincronização usando N8N,salesforce-para-tiktok-n8n-sincronização,Automatize sincronização integrando Salesforce e TikTok com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/3207,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"analytics,export,integracao"
Salesforce,TikTok,Relatório,Priorização de leads,Como integrar Salesforce com TikTok para relatório usando N8N,salesforce-para-tiktok-n8n-relatório,Automatize relatório integrando Salesforce e TikTok com N8N. Priorização de leads.,https://n8n.io/workflows/3208,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"chat,validation,crm"
Salesforce,TikTok,Alerta,Sincronização em tempo real entre plataformas,Como integrar Salesforce com TikTok para alerta usando N8N,salesforce-para-tiktok-n8n-alerta,Automatize alerta integrando Salesforce e TikTok com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/3209,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"crm,growth,webhook"
Salesforce,TikTok,Importação,Gerenciamento de projetos,Como integrar Salesforce com TikTok para importação usando N8N,salesforce-para-tiktok-n8n-importação,Automatize importação integrando Salesforce e TikTok com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/3210,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"marketing,b2b,sme"
Salesforce,TikTok,Exportação,Atendimento ao cliente 24/7,Como integrar Salesforce com TikTok para exportação usando N8N,salesforce-para-tiktok-n8n-exportação,Automatize exportação integrando Salesforce e TikTok com N8N. Atendimento ao cliente 24/7.,https://n8n.io/workflows/3211,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"export,email,sync"
Salesforce,TikTok,Transformação,Priorização de leads,Como integrar Salesforce com TikTok para transformação usando N8N,salesforce-para-tiktok-n8n-transformação,Automatize transformação integrando Salesforce e TikTok com N8N. Priorização de leads.,https://n8n.io/workflows/3212,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"validation,cultura,import"
Salesforce,TikTok,Filtro,Controle de qualidade,Como integrar Salesforce com TikTok para filtro usando N8N,salesforce-para-tiktok-n8n-filtro,Automatize filtro integrando Salesforce e TikTok com N8N. Controle de qualidade.,https://n8n.io/workflows/3213,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"social,otimizacao,automacao"
Salesforce,TikTok,Validação,Integração de pagamentos e financeiro,Como integrar Salesforce com TikTok para validação usando N8N,salesforce-para-tiktok-n8n-validação,Automatize validação integrando Salesforce e TikTok com N8N. Integração de pagamentos e financeiro.,https://n8n.io/workflows/3214,Conectar Trigger Salesforce|Validar dados|Formatar para TikTok|Enviar/Criar no TikTok|Registrar resultado,"growth,hr,notificacao"
Salesforce,LinkedIn,Lead,Notificação para equipes,Como integrar Salesforce com LinkedIn para lead usando N8N,salesforce-para-linkedin-n8n-lead,Automatize lead integrando Salesforce e LinkedIn com N8N. Notificação para equipes.,https://n8n.io/workflows/3215,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"transform,vendas,email"
Salesforce,LinkedIn,Venda,Melhoria de experiência do cliente,Como integrar Salesforce com LinkedIn para venda usando N8N,salesforce-para-linkedin-n8n-venda,Automatize venda integrando Salesforce e LinkedIn com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/3216,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"ecommerce,whatsapp,otimizacao"
Salesforce,LinkedIn,Notificação,Enriquecimento de contatos,Como integrar Salesforce com LinkedIn para notificação usando N8N,salesforce-para-linkedin-n8n-notificação,Automatize notificação integrando Salesforce e LinkedIn com N8N. Enriquecimento de contatos.,https://n8n.io/workflows/3217,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"retention,acquisition,customer-support"
Salesforce,LinkedIn,Formulário,Captura e processamento automático de dados,Como integrar Salesforce com LinkedIn para formulário usando N8N,salesforce-para-linkedin-n8n-formulário,Automatize formulário integrando Salesforce e LinkedIn com N8N. Captura e processamento automático de dados.,https://n8n.io/workflows/3218,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"vendas,marketing,startup"
Salesforce,LinkedIn,Contato,Auditoria de ações,Como integrar Salesforce com LinkedIn para contato usando N8N,salesforce-para-linkedin-n8n-contato,Automatize contato integrando Salesforce e LinkedIn com N8N. Auditoria de ações.,https://n8n.io/workflows/3219,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"b2b,ecommerce,otimizacao"
Salesforce,LinkedIn,Pedido,Redução de custos operacionais,Como integrar Salesforce com LinkedIn para pedido usando N8N,salesforce-para-linkedin-n8n-pedido,Automatize pedido integrando Salesforce e LinkedIn com N8N. Redução de custos operacionais.,https://n8n.io/workflows/3220,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"retention,schedule,booking"
Salesforce,LinkedIn,Pagamento,Aumento de produtividade,Como integrar Salesforce com LinkedIn para pagamento usando N8N,salesforce-para-linkedin-n8n-pagamento,Automatize pagamento integrando Salesforce e LinkedIn com N8N. Aumento de produtividade.,https://n8n.io/workflows/3221,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"trigger,vendas,accounting"
Salesforce,LinkedIn,Evento,Gerenciamento de projetos,Como integrar Salesforce com LinkedIn para evento usando N8N,salesforce-para-linkedin-n8n-evento,Automatize evento integrando Salesforce e LinkedIn com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/3222,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"accounting,acquisition,transform"
Salesforce,LinkedIn,Chat,Atendimento ao cliente 24/7,Como integrar Salesforce com LinkedIn para chat usando N8N,salesforce-para-linkedin-n8n-chat,Automatize chat integrando Salesforce e LinkedIn com N8N. Atendimento ao cliente 24/7.,https://n8n.io/workflows/3223,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"retention,import,validation"
Salesforce,LinkedIn,Comentário,Centralização de dados empresariais,Como integrar Salesforce com LinkedIn para comentário usando N8N,salesforce-para-linkedin-n8n-comentário,Automatize comentário integrando Salesforce e LinkedIn com N8N. Centralização de dados empresariais.,https://n8n.io/workflows/3224,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"webhook,b2b,performance"
Salesforce,LinkedIn,Post,Gestão de tickets e suporte,Como integrar Salesforce com LinkedIn para post usando N8N,salesforce-para-linkedin-n8n-post,Automatize post integrando Salesforce e LinkedIn com N8N. Gestão de tickets e suporte.,https://n8n.io/workflows/3225,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"api,b2c,project-management"
Salesforce,LinkedIn,Agendamento,Sincronização em tempo real entre plataformas,Como integrar Salesforce com LinkedIn para agendamento usando N8N,salesforce-para-linkedin-n8n-agendamento,Automatize agendamento integrando Salesforce e LinkedIn com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/3226,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"customer-support,saas,dados"
Salesforce,LinkedIn,Email,Atendimento ao cliente 24/7,Como integrar Salesforce com LinkedIn para email usando N8N,salesforce-para-linkedin-n8n-email,Automatize email integrando Salesforce e LinkedIn com N8N. Atendimento ao cliente 24/7.,https://n8n.io/workflows/3227,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"trigger,schedule,formularios"
Salesforce,LinkedIn,Webhook,Geração de relatórios automatizados,Como integrar Salesforce com LinkedIn para webhook usando N8N,salesforce-para-linkedin-n8n-webhook,Automatize webhook integrando Salesforce e LinkedIn com N8N. Geração de relatórios automatizados.,https://n8n.io/workflows/3228,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"booking,api,otimizacao"
Salesforce,LinkedIn,API Call,Melhoria de experiência do cliente,Como integrar Salesforce com LinkedIn para api call usando N8N,salesforce-para-linkedin-n8n-api call,Automatize api call integrando Salesforce e LinkedIn com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/3229,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"booking,import,otimizacao"
Salesforce,LinkedIn,Atualização,Controle de inventário e estoque,Como integrar Salesforce com LinkedIn para atualização usando N8N,salesforce-para-linkedin-n8n-atualização,Automatize atualização integrando Salesforce e LinkedIn com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/3230,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"inventory,hr,acquisition"
Salesforce,LinkedIn,Criação,Organização de eventos e agendamentos,Como integrar Salesforce com LinkedIn para criação usando N8N,salesforce-para-linkedin-n8n-criação,Automatize criação integrando Salesforce e LinkedIn com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/3231,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"hr,whatsapp,reporting"
Salesforce,LinkedIn,Exclusão,Geração de relatórios automatizados,Como integrar Salesforce com LinkedIn para exclusão usando N8N,salesforce-para-linkedin-n8n-exclusão,Automatize exclusão integrando Salesforce e LinkedIn com N8N. Geração de relatórios automatizados.,https://n8n.io/workflows/3232,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"security,inventory,startup"
Salesforce,LinkedIn,Backup,Análise de dados e inteligência,Como integrar Salesforce com LinkedIn para backup usando N8N,salesforce-para-linkedin-n8n-backup,Automatize backup integrando Salesforce e LinkedIn com N8N. Análise de dados e inteligência.,https://n8n.io/workflows/3233,Conectar Trigger Salesforce|Validar dados|Formatar para LinkedIn|Enviar/Criar no LinkedIn|Registrar resultado,"import,crm,payment"
